Date,OCCUPATION,GEO,JOB VACANCIES
2023-01,Shippers and receivers [1521],Saskatchewan,0
2023-01,Storekeepers and partspersons [1522],Saskatchewan,95
2023-01,Production logistics co-ordinators [1523],Saskatchewan,0
2023-01,Purchasing and inventory control workers [1524],Saskatchewan,40
2023-01,Dispatchers [1525],Saskatchewan,0
2023-01,Transportation route and crew schedulers [1526],Saskatchewan,0
2023-01,Natural and applied sciences and related occupations [2],Saskatchewan,1030
2023-01,Professional occupations in natural and applied sciences [21],Saskatchewan,535
2023-01,Physical science professionals [211],Saskatchewan,0
2023-01,Physicists and astronomers [2111],Saskatchewan,0
2023-01,Chemists [2112],Saskatchewan,0
2023-01,Geoscientists and oceanographers [2113],Saskatchewan,0
2023-01,Meteorologists and climatologists [2114],Saskatchewan,0
2023-01,Other professional occupations in physical sciences [2115],Saskatchewan,0
2023-01,Life science professionals [212],Saskatchewan,0
2023-01,Biologists and related scientists [2121],Saskatchewan,0
2023-01,Forestry professionals [2122],Saskatchewan,0
2023-01,"Agricultural representatives, consultants and specialists [2123]",Saskatchewan,0
2023-01,"Civil, mechanical, electrical and chemical engineers [213]",Saskatchewan,110
2023-01,Civil engineers [2131],Saskatchewan,0
2023-01,Mechanical engineers [2132],Saskatchewan,0
2023-01,Electrical and electronics engineers [2133],Saskatchewan,0
2023-01,Chemical engineers [2134],Saskatchewan,0
2023-01,Other engineers [214],Saskatchewan,65
2023-01,Industrial and manufacturing engineers [2141],Saskatchewan,15
2023-01,Metallurgical and materials engineers [2142],Saskatchewan,0
2023-01,Mining engineers [2143],Saskatchewan,35
2023-01,Geological engineers [2144],Saskatchewan,0
2023-01,Petroleum engineers [2145],Saskatchewan,0
2023-01,Aerospace engineers [2146],Saskatchewan,0
2023-01,Computer engineers (except software engineers and designers) [2147],Saskatchewan,0
2023-01,"Other professional engineers, not elsewhere classified (n.e.c.) [2148]",Saskatchewan,5
2023-01,"Architects, urban planners and land surveyors [215]",Saskatchewan,0
2023-01,Architects [2151],Saskatchewan,0
2023-01,Landscape architects [2152],Saskatchewan,0
2023-01,Urban and land use planners [2153],Saskatchewan,0
2023-01,Land surveyors [2154],Saskatchewan,0
2023-01,"Mathematicians, statisticians and actuaries [216]",Saskatchewan,0
2023-01,"Mathematicians, statisticians and actuaries [2161]",Saskatchewan,0
2023-01,Computer and information systems professionals [217],Saskatchewan,220
2023-01,Information systems analysts and consultants [2171],Saskatchewan,130
2023-01,Database analysts and data administrators [2172],Saskatchewan,0
2023-01,Software engineers and designers [2173],Saskatchewan,30
2023-01,Computer programmers and interactive media developers [2174],Saskatchewan,50
2023-01,Web designers and developers [2175],Saskatchewan,0
2023-01,Technical occupations related to natural and applied sciences [22],Saskatchewan,495
2023-01,Technical occupations in physical sciences [221],Saskatchewan,15
2023-01,Chemical technologists and technicians [2211],Saskatchewan,0
2023-01,Geological and mineral technologists and technicians [2212],Saskatchewan,10
2023-01,Technical occupations in life sciences [222],Saskatchewan,0
2023-01,Biological technologists and technicians [2221],Saskatchewan,0
2023-01,Agricultural and fish products inspectors [2222],Saskatchewan,0
2023-01,Forestry technologists and technicians [2223],Saskatchewan,0
2023-01,Conservation and fishery officers [2224],Saskatchewan,0
2023-01,Landscape and horticulture technicians and specialists [2225],Saskatchewan,0
2023-01,"Technical occupations in civil, mechanical and industrial engineering [223]",Saskatchewan,190
2023-01,Civil engineering technologists and technicians [2231],Saskatchewan,70
2023-01,Mechanical engineering technologists and technicians [2232],Saskatchewan,0
2023-01,Industrial engineering and manufacturing technologists and technicians [2233],Saskatchewan,50
2023-01,Construction estimators [2234],Saskatchewan,0
2023-01,Technical occupations in electronics and electrical engineering [224],Saskatchewan,0
2023-01,Electrical and electronics engineering technologists and technicians [2241],Saskatchewan,30
2023-01,Electronic service technicians (household and business equipment) [2242],Saskatchewan,0
2023-01,Industrial instrument technicians and mechanics [2243],Saskatchewan,0
2023-01,"Aircraft instrument, electrical and avionics mechanics, technicians and inspectors [2244]",Saskatchewan,0
2023-01,"Technical occupations in architecture, drafting, surveying, geomatics and meteorology [225]",Saskatchewan,50
2023-01,Architectural technologists and technicians [2251],Saskatchewan,0
2023-01,Industrial designers [2252],Saskatchewan,0
2023-01,Drafting technologists and technicians [2253],Saskatchewan,0
2023-01,Land survey technologists and technicians [2254],Saskatchewan,0
2023-01,Technical occupations in geomatics and meteorology [2255],Saskatchewan,0
2023-01,Other technical inspectors and regulatory officers [226],Saskatchewan,40
2023-01,Non-destructive testers and inspection technicians [2261],Saskatchewan,0
2023-01,Engineering inspectors and regulatory officers [2262],Saskatchewan,0
2023-01,Inspectors in public and environmental health and occupational health and safety [2263],Saskatchewan,0
2023-01,Construction inspectors [2264],Saskatchewan,5
2023-01,Transportation officers and controllers [227],Saskatchewan,0
2023-01,"Air pilots, flight engineers and flying instructors [2271]",Saskatchewan,0
2023-01,Air traffic controllers and related occupations [2272],Saskatchewan,0
2023-01,"Deck officers, water transport [2273]",Saskatchewan,0
2023-01,"Engineer officers, water transport [2274]",Saskatchewan,0
2023-01,Railway traffic controllers and marine traffic regulators [2275],Saskatchewan,0
2023-01,Technical occupations in computer and information systems [228],Saskatchewan,100
2023-01,Computer network technicians [2281],Saskatchewan,0
2023-01,User support technicians [2282],Saskatchewan,85
2023-01,Information systems testing technicians [2283],Saskatchewan,0
2023-01,Health occupations [3],Saskatchewan,2480
2023-01,Professional occupations in nursing [30],Saskatchewan,0
2023-01,Professional occupations in nursing [301],Saskatchewan,0
2023-01,Nursing co-ordinators and supervisors [3011],Saskatchewan,0
2023-01,Registered nurses and registered psychiatric nurses [3012],Saskatchewan,0
2023-01,Professional occupations in health (except nursing) [31],Saskatchewan,0
2023-01,"Physicians, dentists and veterinarians [311]",Saskatchewan,0
2023-01,Specialist physicians [3111],Saskatchewan,0
2023-01,General practitioners and family physicians [3112],Saskatchewan,0
2023-01,Dentists [3113],Saskatchewan,0
2023-01,Veterinarians [3114],Saskatchewan,0
2023-01,"Optometrists, chiropractors and other health diagnosing and treating professionals [312]",Saskatchewan,0
2023-01,Optometrists [3121],Saskatchewan,0
2023-01,Chiropractors [3122],Saskatchewan,0
2023-01,Allied primary health practitioners [3124],Saskatchewan,0
2023-01,Other professional occupations in health diagnosing and treating [3125],Saskatchewan,0
2023-01,"Pharmacists, dietitians and nutritionists [313]",Saskatchewan,70
2023-01,Pharmacists [3131],Saskatchewan,0
2023-01,Dietitians and nutritionists [3132],Saskatchewan,0
2023-01,Therapy and assessment professionals [314],Saskatchewan,0
